kit_id,kit_codigo,kit_nome,kit_saldo_pacotes,kit_qtd_pacote,kit_equiv_unidades,kit_valor_estoque,simples_id,simples_codigo,simples_nome,simples_saldo,simples_valor_estoque,simples_receita_12m,score_jaccard,bate_numericamente,diff_pct,nivel_confianca
435885318,14480,CARTUCHO PARA VAPORES ORGÂNICOS M6000 A2 - DELTA PLUS (2 UNID),19,2.0,38,1364.808,435885303,14541,CARTUCHO PARA VAPORES ORGÂNICOS M6000 A2 - DELTA PLUS,38,1364.808,813.85,1.0,True,0.0,1
435883503,14497,"CARTUCHO PARA VAPORES ORGÂNICOS, GASES ÁCIDOS, AMÔNIA E METILAMINAS M6000 ABEK1 - DELTA PLUS (2 UNID)",11,2.0,22,1325.709,435883500,14540,"CARTUCHO PARA VAPORES ORGÂNICOS, GASES ÁCIDOS, AMÔNIA E METILAMINAS M6000 ABEK1 - DELTA PLUS",22,1325.709,3739.4,1.0,True,0.0,1
425532447,13617,CARTUCHO QUÍMICO RC203 - CARBOGRAFITE (6 UNID),73,6.0,438,5739.552,425532399,13616,CARTUCHO QUÍMICO RC203 - CARBOGRAFITE,438,5739.552,18172.43,1.0,True,0.0,1
442993532,16613,"CORDÃO ABSORVENTE DE ÓLEO 1,20 M - BIOSOLVIT (25 UNID)",7,25.0,175,2298.7125,442993522,16612,"CORDÃO ABSORVENTE DE ÓLEO 1,20 M - BIOSOLVIT",175,2298.7125,311.97,1.0,True,0.0,1
442993619,16615,"CORDÃO ABSORVENTE DE ÓLEO 2,40 M - BIOSOLVIT (15 UNID)",3,15.0,45,1026.27,442993522,16612,"CORDÃO ABSORVENTE DE ÓLEO 1,20 M - BIOSOLVIT",175,2298.7125,311.97,1.0,False,0.7428571428571429,3
425181625,13581,"DISCO DE CORTE 115MM x 1,0MM x 22,23MM DCI INOX - VONDER (100 UNID)",1,100.0,100,233.1,425040128,13580,"DISCO DE CORTE 115MM x 1,0MM x 22,23MM DCI INOX - VONDER",100,233.1,2625.59,1.0,True,0.0,1
425213760,13583,"DISCO DE CORTE 180MM x 1,6MM x 22,23MM DCI INOX - VONDER (50 UNID)",0,50.0,0,0.0,425213388,13582,"DISCO DE CORTE 180MM x 1,6MM x 22,23MM DCI INOX - VONDER ",0,0.0,0.0,1.0,True,1.0,1
425408550,13594,DISCO DE CORTE DIAMANTADO 110MM ANEL CONTÍNUO V1 FURO 20MM - VONDER (25 UNID),9,25.0,225,2703.9087,425378190,13584,DISCO DE CORTE DIAMANTADO 110MM ANEL CONTÍNUO V1 FURO 20MM - VONDER,225,2473.5375,285.41,1.0,True,0.0,1
425408834,13595,DISCO DE CORTE DIAMANTADO 110MM ANEL CONTÍNUO V2 FURO 20MM - VONDER (25 UNID),0,25.0,0,0.0,425378200,13585,DISCO DE CORTE DIAMANTADO 110MM ANEL CONTÍNUO V2 FURO 20MM - VONDER,0,0.0,0.0,1.0,True,1.0,1
444284527,16723,"DISCO DE FIBRA CUBITRON II 982C GRÃO 36 115 MM X 22,2 MM HB004480305 - 3M (25 UNID)",0,25.0,0,0.0,444284515,16722,"DISCO DE FIBRA CUBITRON II 982C GRÃO 36 115 MM X 22,2 MM HB004480305 - 3M",0,0.0,0.0,1.0,True,1.0,1
444284629,16725,"DISCO DE FIBRA CUBITRON II 982C GRÃO 36 178 MM X 22,2 MM HB004480297 - 3M (25 UNID)",0,25.0,0,0.0,444284620,16724,"DISCO DE FIBRA CUBITRON II 982C GRÃO 36 178 MM X 22,2 MM HB004480297 - 3M",0,0.0,0.0,1.0,True,1.0,1
444284442,16721,"DISCO DE FIBRA CUBITRON II 982C GRÃO 60 115 MM X 22,2 MM HC000623955 - 3M (25 UNID)",0,25.0,0,0.0,444284434,16720,"DISCO DE FIBRA CUBITRON II 982C GRÃO 60 115 MM X 22,2 MM HC000623955 - 3M",0,0.0,0.0,1.0,True,1.0,1
444284227,16719,"DISCO DE FIBRA CUBITRON II 982C GRÃO 60 178 MM X 22,2 MM HC000623963 - 3M (25 UNID)",0,25.0,0,0.0,444284208,16718,"DISCO DE FIBRA CUBITRON II 982C GRÃO 60 178 MM X 22,2 MM HC000623963 - 3M",0,0.0,0.0,1.0,True,1.0,1
444282828,16709,DISCO LIXA VELCRO HOOKIT PURPLE 260L P1200 152 MM HC000630869 - 3M (50 UNID),0,50.0,0,0.0,444282794,16708,DISCO LIXA VELCRO HOOKIT PURPLE 260L P1200 152 MM HC000630869 - 3M,0,0.0,0.0,1.0,True,1.0,1
444283263,16711,DISCO LIXA VELCRO HOOKIT PURPLE 260L P1500 152 MM HC000630877 - 3M (50 UNID),0,50.0,0,0.0,444283229,16710,DISCO LIXA VELCRO HOOKIT PURPLE 260L P1500 152 MM HC000630877 - 3M,0,0.0,0.0,1.0,True,1.0,1
444283435,16713,DISCO LIXA VELCRO HOOKIT PURPLE 260L P800 152 MM HC000630844 - 3M (50 UNID),0,50.0,0,0.0,444283391,16712,DISCO LIXA VELCRO HOOKIT PURPLE 260L P800 152 MM HC000630844 - 3M,0,0.0,0.0,1.0,True,1.0,1
444283641,16715,DISCO TRIZACT 3000 152 MM PARA POLIMENTO HC000657292 - 3M (15 UNID),0,15.0,0,0.0,444283628,16714,DISCO TRIZACT 3000 152 MM PARA POLIMENTO HC000657292 - 3M,0,0.0,0.0,1.0,True,1.0,1
444284025,16717,DISCO TRIZACT 5000 152 MM PARA POLIMENTO HC000657276 - 3M (15 UNID),0,15.0,0,0.0,444283951,16716,DISCO TRIZACT 5000 152 MM PARA POLIMENTO HC000657276 - 3M,0,0.0,0.0,1.0,True,1.0,1
